airtable_record_id,createdTime,Commitment,Contact (Title),Crunchbase URL,Exits (#),Investment Stage,Investments (#),Investor Type,Location,Organization/Person Name,Priority,Probability,Probably-Weighted Commitment,Source,State,Status,Target
recCs99GOfNB2ETwM,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/split-rock-partners,35,"[""Early Stage Venture"", ""Late Stage Venture""]",91,"[""Venture Capital""]","Minneapolis, Minnesota, United States",Split Rock Partners,,0,0,,Minnesota,,
recCxNalM1RyrMCug,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/cherrystone-angel-group,4,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",73,"[""Angel Group""]","Providence, Rhode Island, United States",Cherrystone Angel Group,,0,0,,Rhode Island,,
recCzHRpuieyCPpUw,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/translink-capital,16,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",85,"[""Venture Capital""]","Palo Alto, California, United States",Translink Capital,,0,0,,California,,
recD2xrbPbiAJnQyq,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/hax-accelerator,2,"[""Seed""]",241,"[""Accelerator""]","Shenzhen, Guangdong, China",HAX,,0,0,,Guangdong,,
recD4zNpJ4KjLbXMi,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/dolby-family-ventures,5,"[""Early Stage Venture"", ""Seed""]",46,"[""Venture Capital""]","San Francisco, California, United States",Dolby Family Ventures,,0,0,,California,,
recD7aHSwZO0hXlR0,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/hummer-winblad-venture-partners,49,"[""Early Stage Venture""]",198,"[""Venture Capital""]","San Francisco, California, United States","HWVP, Hummer Winblad Venture Partners",,0,0,,California,,
recD8WsqW3LB4004K,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/insight-venture-partners,74,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",265,"[""Venture Capital""]","New York, New York, United States",Insight Venture Partners,,0,0,,New York,,
recD9oWYlEdodqwgl,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/nexus-venture-partners,22,"[""Early Stage Venture"", ""Seed""]",158,"[""Venture Capital""]","Menlo Park, California, United States",Nexus Venture Partners,,0,0,,California,,
recDApiuPbH3qdpeH,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/person/joshua-schachter,21,"[""Seed""]",57,"[""Individual/Angel""]",,Joshua Schachter,,0,0,,,,
recDHdmMhDDnmCxFq,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/focus-ventures,45,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",102,"[""Venture Capital""]","Palo Alto, California, United States",Focus Ventures,,0,0,,California,,
recDJNhcPVVHSRV0H,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/fenway-summer-ventures,,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",51,"[""Venture Capital""]","Bethesda, Maryland, United States",Fenway Summer Ventures,,0,0,,Maryland,,
recDKmdnfdntgs4WG,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/highland-capital-partners,87,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",399,"[""Venture Capital""]","Palo Alto, California, United States",Highland Capital Partners,,0,0,,California,,
recDMYBVGVAEW1Srb,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/service-provider-capital,1,"[""Early Stage Venture"", ""Seed""]",82,"[""Venture Capital""]","Golden, Colorado, United States",Service Provider Capital,,0,0,,Colorado,,
recDPtSx7vL7T0Ko6,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/beringea,13,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",91,"[""Venture Capital""]","London, England, United Kingdom",Beringea,,0,0,,England,,
recDVMFhGbIWWsGNS,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/golden-seeds,4,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",64,"[""Angel Group""]","New York, New York, United States",Golden Seeds,,0,0,,New York,,
recDVYGbYd93srbIM,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/woodside-fund,16,"[""Early Stage Venture"", ""Late Stage Venture""]",49,"[""Venture Capital""]","Redwood Shores, California, United States",Woodside Fund,,0,0,,California,,
recDW5YIlfdhn7LeL,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/polaris-partners,92,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",473,"[""Venture Capital""]","Boston, Massachusetts, United States",Polaris Partners,,0,0,,Massachusetts,,
recDWAJA1Zr58t03R,2018-02-13T23:46:25.000Z,25000,"[""rechbnNBoAYk0pJaX""]",[REDACTED],[REDACTED],"[""Seed"", ""Convertible Note""]",[REDACTED],"[""Individual/Angel""]","Santa Clara, California, United States",[REDACTED] Software Exec #1,Very High,100,25000,Company,California,10) Check in Bank,True
recDX2tJ1h3RJn2Uo,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/sand-hill-angels,18,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",170,"[""Angel Group""]","Mountain View, California, United States",Sand Hill Angels,,0,0,,California,,
recDX7MRAlnaHOLop,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/meta-group,1,"[""Early Stage Venture"", ""Seed""]",59,"[""Micro VC"", ""Venture Capital""]","Italy, Europe",META,,0,0,,,,
recDchpAAJdwt03Tm,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/band-of-angels,21,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",97,"[""Angel Group""]","Menlo Park, California, United States",Band of Angels,,0,0,,California,,
recDdH1UPwqKOu5ER,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/person/max-levchin,19,"[""Seed""]",69,"[""Individual/Angel""]","San Francisco, California, United States",Max Levchin,,0,0,,California,,
recDfljQu8J2aFmrx,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/person/reid-hoffman,28,"[""Seed""]",51,"[""Individual/Angel"", ""Investment Partner""]","San Francisco, California, United States",Reid Hoffman,,0,0,,California,,
recDhAKtzJC5z4OAG,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/lerer-ventures,72,"[""Early Stage Venture"", ""Seed""]",360,"[""Micro VC""]","New York, New York, United States",Lerer Hippeau Ventures,,0,0,,New York,,
recDtVppW50ybK6JZ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/apex-venture-partners,20,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",83,"[""Venture Capital""]","Chicago, Illinois, United States",Apex Venture Partners,,0,0,,Illinois,,
recDwZwqVavND6fDh,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/jsv,4,"[""Early Stage Venture"", ""Private Equity"", ""Seed""]",46,,"San Francisco, California, United States",Jackson Square Ventures,,0,0,,California,,
recDxLam5kV8rcdBW,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/jump-capital,1,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",58,"[""Venture Capital""]","Chicago, Illinois, United States",Jump Capital,,0,0,,Illinois,,
recDxVX2R2htrKfvq,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/boostfunder,2,"[""Seed""]",47,"[""Accelerator""]","San Mateo, California, United States",Boost VC,,0,0,,California,,
recE1ne9AXBglC06x,2018-02-14T01:38:53.000Z,0,"[""recn2d8gEl4wJbIHk"", ""recOLb9fvs6I9tjX8""]",[REDACTED],[REDACTED],"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",[REDACTED],"[""Venture Capital""]","Mountain View, California, United States",[REDACTED] Auto-Focused VC #1,Very High,1,0,Funding Platform,California,2) Requested Intro/Meeting,True
recE2B52KAVLqL3Oe,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/xange-private-equity,16,"[""Early Stage Venture"", ""Late Stage Venture""]",99,"[""Private Equity Firm""]","Paris, Ile-de-France, France",XAnge,,0,0,,Ile-de-France,,
recE3rcibBoYr80XX,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/dreamit-ventures,17,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",248,"[""Accelerator""]","Philadelphia, Pennsylvania, United States",Dreamit,,0,0,,Pennsylvania,,
recE4t1Sp3FXP0E8H,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/marker,6,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",82,"[""Venture Capital""]","New York, New York, United States",Marker,,0,0,,New York,,
recEER91FDH4AZNkW,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/novak-biddle-venture-partners,34,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",117,"[""Venture Capital""]","Bethesda, Maryland, United States",Novak Biddle Venture Partners,,0,0,,Maryland,,
recEIT39qPL3z65wZ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/transmedia-capital,15,"[""Early Stage Venture"", ""Seed""]",76,"[""Venture Capital""]",,Transmedia Capital,,0,0,,,,
recEIzmYmIXo4pGGd,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/mk-capital,12,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",58,"[""Venture Capital""]","Northbrook, Illinois, United States",MK Capital,,0,0,,Illinois,,
recEJuCJP0xW9oxad,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/asset-management-ventures,24,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",136,"[""Venture Capital""]","Palo Alto, California, United States",Asset Management Ventures (AMV),,0,0,,California,,
recEMUIUiKOLOZtfs,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/cultivation-capital,3,"[""Early Stage Venture"", ""Seed""]",94,"[""Venture Capital""]","St Louis, Missouri, United States",Cultivation Capital,,0,0,,Missouri,,
recEMXvH3SaGjpZgu,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/fidelity-ventures,38,"[""Early Stage Venture"", ""Late Stage Venture""]",104,"[""Venture Capital""]","Boston, Massachusetts, United States",Fidelity Ventures,,0,0,,Massachusetts,,
recETxq9Wcj0LpN37,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/rbc-venture-partners,22,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture""]",54,"[""Venture Capital""]","Toronto, Ontario, Canada",RBC Venture Partners,,0,0,,Ontario,,
recEdakukrGcBDBMi,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/questmark,24,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture""]",74,"[""Venture Capital""]","Baltimore, Maryland, United States",QuestMark Partners,,0,0,,Maryland,,
recEdbBWFfm5aXaih,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/person/dave-mcclure,26,"[""Seed""]",79,"[""Individual/Angel"", ""Investment Partner""]","San Francisco, California, United States",Dave McClure,,0,0,,California,,
recEgBvuCDyzpsP67,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/easton-capital,10,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",58,"[""Venture Capital""]","New York, New York, United States",Easton Capital,,0,0,,New York,,
recErgnwZ0DWJRAnp,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/ceyuan-ventures,8,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",66,"[""Venture Capital""]","Hong Kong, Hong Kong Island, Hong Kong",Ceyuan Ventures,,0,0,,Hong Kong Island,,
recErwhxQ581LBXTF,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/muckercapital,7,"[""Early Stage Venture"", ""Seed""]",76,"[""Accelerator""]","Santa Monica, California, United States",Mucker Capital,,0,0,,California,,
recEzQEGtBKOsdxev,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/atomico,21,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",108,"[""Venture Capital""]","London, England, United Kingdom",Atomico,,0,0,,England,,
recF1Ahbfx9ppwEFe,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/legend-capital,13,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",118,"[""Venture Capital""]","Beijing, Beijing, China",Legend Capital,,0,0,,Beijing,,
recF6tT5NmoKxk8Bm,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/paladin-capital-group,28,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",92,"[""Private Equity Firm""]","Washington, District of Columbia, United States",Paladin Capital Group,,0,0,,District of Columbia,,
recF8AUksF0mFIWPJ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/matrix-partners-india,3,"[""Early Stage Venture"", ""Late Stage Venture""]",54,"[""Venture Capital""]","Mumbai, Maharashtra, India",Matrix Partners India,,0,0,,Maharashtra,,
recFAQWxLI581h8lO,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/chrysalix-energy,8,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",67,"[""Venture Capital""]","Vancouver, British Columbia, Canada",Chrysalix Venture Capital,,0,0,,British Columbia,,
recFCsyAvOxNYNutB,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/mohr-davidow-ventures,67,"[""Debt"", ""Early Stage Venture"", ""Grant"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",289,"[""Venture Capital""]","San Mateo, California, United States",Mohr Davidow Ventures,,0,0,,California,,
recFLCQbYamDdhhFx,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/inventure-oy,6,"[""Early Stage Venture"", ""Seed""]",63,"[""Venture Capital""]","Helsinki, Southern Finland, Finland",Inventure Oy,,0,0,,Southern Finland,,
recFLiS8zPMTS1NeB,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/lcatterton,5,"[""Early Stage Venture"", ""Private Equity""]",47,"[""Private Equity Firm""]","Greenwich, Connecticut, United States",L Catterton,,0,0,,Connecticut,,
recFNCQSB4hiHZXNf,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/target-partners,13,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",91,"[""Venture Capital""]","Munich, Bayern, Germany",Target Partners,,0,0,,Bayern,,
recFNHQc7pGzt3ecX,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/august-capital,49,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",231,"[""Venture Capital""]","Menlo Park, California, United States",August Capital,,0,0,,California,,
recFS0YQ2fV7elMkn,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/aster-capital,11,"[""Early Stage Venture"", ""Late Stage Venture""]",132,"[""Venture Capital""]","Paris, Ile-de-France, France",Aster Capital,,0,0,,Ile-de-France,,
recFTiDbKev8LTWYv,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/jumpstartinc,6,"[""Early Stage Venture"", ""Private Equity"", ""Seed""]",127,"[""Venture Capital""]","Cleveland, Ohio, United States",JumpStart Inc.,,0,0,,Ohio,,
recFYidE6KMtXwVwi,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/bluerun-ventures,29,"[""Early Stage Venture"", ""Late Stage Venture""]",145,"[""Venture Capital""]","Menlo Park, California, United States",BlueRun Ventures,,0,0,,California,,
recFbF7nPSER5iUxy,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/ulu-ventures,13,"[""Early Stage Venture"", ""Seed""]",74,"[""Micro VC"", ""Venture Capital""]","Palo Alto, California, United States",Ulu Ventures,,0,0,,California,,
recFbZRGfYtiUAYB0,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/crvvc,108,"[""Early Stage Venture"", ""Seed""]",430,"[""Venture Capital""]","Palo Alto, California, United States",CRV,,0,0,,California,,
recFczFZq4O5udjjY,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/swisscom-ventures,19,"[""Convertible Note"", ""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",71,"[""Corporate Venture Capital"", ""Venture Capital""]","Zürich, Zurich, Switzerland",Swisscom Ventures,,0,0,,Zurich,,
recFd5b4nU2HB1sCK,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/kalaari-capital,6,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",114,"[""Venture Capital""]","Bangalore, Karnataka, India",Kalaari Capital,,0,0,,Karnataka,,
recFenajIEOE7WTTC,2018-02-14T04:32:43.000Z,300000,"[""recZnYcyJ1WPW7Gtr"", ""recnq2uq6ILaHRYyx"", ""recT6VMl9Aci1bZpm""]",[REDACTED],,"[""Early Stage Venture"", ""Seed""]",,,,[REDACTED] Seed Stage VC #2,Very High,0,0,Network Intro,,X) Passed,True
recFhCr29Q3IN8eVx,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/red-swan,12,"[""Debt"", ""Early Stage Venture"", ""Seed""]",74,"[""Venture Capital""]","New York, New York, United States",Red Swan Ventures,,0,0,,New York,,
recFj6MujKnqLjpuZ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/bdc-venture-capital,62,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed"", ""Venture""]",362,"[""Venture Capital""]","Montréal, Quebec, Canada",BDC Venture Capital,,0,0,,Quebec,,
recFlvgqwpzhrUDtZ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/internet-initiatives-develompent-fund-iidf,,"[""Early Stage Venture"", ""Seed""]",336,"[""Accelerator""]","Moscow, Moscow City, Russian Federation",Internet Initiatives Development Fund (IIDF),,0,0,,Moscow City,,
recFmHeHsIVGhT3ga,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/tvm-capital,29,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",97,"[""Venture Capital""]","Munich, Bayern, Germany",TVM Capital,,0,0,,Bayern,,
recFoAcZxc7w8PL1D,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/north-coast-angel-fund,3,"[""Early Stage Venture"", ""Seed""]",58,"[""Angel Group""]","Cleveland, Ohio, United States",North Coast Angel Fund,,0,0,,Ohio,,
recFojZJc51TCDdjD,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/rustic-canyon-partners,28,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",99,"[""Venture Capital""]","Santa Monica, California, United States",Rustic Canyon Partners,,0,0,,California,,
recFopPm1hsCc8ZjK,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/merrill-lynch,35,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",75,"[""Investment Bank""]","New York, New York, United States",Merrill Lynch,,0,0,,New York,,
recFqR9AAGZ1GToke,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/highway1,2,"[""Seed""]",83,"[""Accelerator""]","San Francisco, California, United States",Highway1,,0,0,,California,,
recFt89XECkBLLRmf,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/cowboy-ventures,13,"[""Early Stage Venture"", ""Seed""]",81,"[""Micro VC""]","Palo Alto, California, United States",Cowboy Ventures,,0,0,,California,,
recFuK10VUfhimOtF,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/hbm-bioventures,21,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",77,"[""Venture Capital""]","Cheshire, United Kingdom, Europe",HBM BioVentures,,0,0,,United Kingdom,,
recFvjZM71FoFqmZD,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/unilever-ventures,7,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",47,"[""Corporate Venture Capital"", ""Venture Capital""]","London, England, United Kingdom",Unilever Ventures,,0,0,,England,,
recFz19pUfGS97DT0,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/innovacom,27,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",114,"[""Venture Capital""]","Paris, Ile-de-France, France",Innovacom,,0,0,,Ile-de-France,,
recG0VB2ED2S9lj1r,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/thrive-capital,22,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",149,"[""Venture Capital""]","New York, New York, United States",Thrive Capital,,0,0,,New York,,
recG2CdX3XT66cXq2,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/wellington-management,25,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",81,"[""Investment Bank"", ""Venture Capital""]","Boston, Massachusetts, United States",Wellington Management,,0,0,,Massachusetts,,
recG8wkHF74G5EDPZ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/sofinnova-ventures,70,"[""Early Stage Venture"", ""Late Stage Venture""]",200,"[""Venture Capital""]","Menlo Park, California, United States",Sofinnova Ventures,,0,0,,California,,
recGB0SkMQt2dOVno,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/passion-capital,4,"[""Early Stage Venture"", ""Seed""]",93,"[""Venture Capital""]","London, England, United Kingdom",Passion Capital,,0,0,,England,,
recGMmDrV6eEYW52l,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/invus,4,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",51,"[""Venture Capital""]","New York, New York, United States",Invus,,0,0,,New York,,
recGNvPlFqOEu8j5u,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/angelpad,21,"[""Early Stage Venture"", ""Seed""]",156,"[""Accelerator""]","San Francisco, California, United States",AngelPad,,0,0,,California,,
recGPUeLweVoIxIs7,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/boomstartup,5,"[""Seed""]",101,"[""Accelerator""]","Salt Lake City, Utah, United States",BoomStartup,,0,0,,Utah,,
recGSlbuDN1bxQWIN,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/high-tech-gründerfonds,44,"[""Early Stage Venture"", ""Seed""]",573,"[""Venture Capital""]","Bonn, Nordrhein-Westfalen, Germany",High-Tech Gründerfonds ,,0,0,,Nordrhein-Westfalen,,
recGWWKJaS6fcLy4D,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/piton-capital,5,"[""Early Stage Venture"", ""Late Stage Venture""]",56,"[""Venture Capital""]","London, England, United Kingdom",Piton Capital,,0,0,,England,,
recGZ4AvTSMmd1bNg,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/saif-partners,25,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",235,"[""Private Equity Firm""]","Hong Kong, Hong Kong Island, Hong Kong",SAIF Partners,,0,0,,Hong Kong Island,,
recGnUK6jOb8kC5SI,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/boldstart-ventures,15,"[""Seed""]",74,"[""Micro VC"", ""Venture Capital""]","New York, New York, United States",Boldstart Ventures,,0,0,,New York,,
recGnX2GsAqWVhGNs,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/finnish-industry-investment,6,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",53,"[""Government Office"", ""Venture Capital""]","Helsinki, Southern Finland, Finland",Finnish Industry Investment Ltd (Suomen Teollisuussijoitus),,0,0,,Southern Finland,,
recGnwiPoxmiFzXk7,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/stata-venture-partners,9,"[""Early Stage Venture"", ""Late Stage Venture""]",53,"[""Private Equity Firm""]","Needham Heights, Massachusetts, United States",Stata Venture Partners,,0,0,,Massachusetts,,
recGrFyfCVpJIm9Tx,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/mhs-capital,8,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",46,"[""Venture Capital""]","San Francisco, California, United States",MHS Capital,,0,0,,California,,
recGzbReQXhNxGiop,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/sosv,22,"[""Debt"", ""Early Stage Venture"", ""Seed""]",1060,"[""Accelerator""]","Princeton, New Jersey, United States",SOSV,,0,0,,New Jersey,,
recH5ebxu33qUAmYO,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/sparklabs-accelerator,,"[""Seed""]",59,"[""Accelerator""]","Seoul, Seoul-t'ukpyolsi, South Korea",SparkLabs Accelerator,,0,0,,Seoul-t'ukpyolsi,,
recH94V6bDJLdOGBU,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/idg-ventures-india,10,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",112,"[""Corporate Venture Capital""]","Bangalore, Karnataka, India",IDG Ventures India,,0,0,,Karnataka,,
recHAjB4AtMFLDTqc,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/frazier-healthcare-ventures,43,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",143,,"Seattle, Washington, United States",Frazier Healthcare Partners,,0,0,,Washington,,
recHH4czA4NMjURpO,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/gp-bullhound,14,"[""Early Stage Venture"", ""Late Stage Venture"", ""Secondary Market""]",55,"[""Investment Bank""]","London, England, United Kingdom",GP Bullhound,,0,0,,England,,
recHMQZRaIvfHe9jg,2018-02-14T00:09:10.000Z,50594,"[""rec4Ic3LebTkPSG9c""]",[REDACTED],[REDACTED],"[""Seed"", ""Convertible Note"", ""Debt""]",[REDACTED],"[""Individual/Angel""]","Sydney, New South Wales, Australia",[REDACTED] Finance Exec #2,Very High,100,50594,Company,New South Wales,10) Check in Bank,True
recHYNH3omztKepr2,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/bullet-time-ventures,40,"[""Early Stage Venture"", ""Seed""]",227,"[""Micro VC"", ""Venture Capital""]","Boulder, Colorado, United States",Techstars Ventures,,0,0,,Colorado,,
recHZbDU6lOfxbbuV,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/crosscut-ventures,9,"[""Early Stage Venture"", ""Seed""]",80,"[""Micro VC""]","Venice, California, United States",Crosscut Ventures,,0,0,,California,,
recHiSyGVe7y83RB3,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/mangrove-capital-partners,12,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",100,"[""Private Equity Firm""]","Luxembourg, Luxembourg, Luxembourg",Mangrove Capital Partners,,0,0,,Luxembourg,,
recHiiuMsIzDIYo3W,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/bain-capital-2,29,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",69,"[""Corporate Venture Capital""]","Boston, Massachusetts, United States",Bain Capital,,0,0,,Massachusetts,,
recHpdVNneQbcdYko,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/j-hunt-holdings,8,"[""Early Stage Venture"", ""Seed""]",82,"[""Family Investment Office""]","Vienna, Virginia, United States",J. Hunt Holdings,,0,0,,Virginia,,
